genre,id,name,artist,cluster
chilean rock,3D4iziSjHi4jxG8r4pta7z,Santiago De Chile,Los Bunkers,2
latin alternative,19CmuECYssqkPWANF4nLWM,Para No Verte Más,La Mosca Tse-Tse,1
latin alternative,2LsbizbOeNa4x6qsi2jAMb,La flaca,Jarabe De Palo,1
chilean rock,6hBfF54vgIAdtb5kbbvt75,Nada Nuevo Bajo El Sol,Los Bunkers,2
latin viral rap,1qgtSWA2GbpAXfyC51M1ph,Por Ti,4x3,1
rock uruguayo,5FAS5CyNd5jXR9wRpRtn3L,Inevitablemente,D2o,2
dance pop,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,2
barbadian pop,49FYlytm3dAAraYgpoJZux,Umbrella,Rihanna,2
argentine rock,0JEoezwc786AUMKs2CBQRI,Carismático,Babasónicos,2
russian folk,7fss5WF5vuXRHvMsYRQXQH,Темная ночь,Mark Bernes,2
dance pop,0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,2
album rock,7ACxUo21jtTHzy7ZEV56vU,Crazy Train,Ozzy Osbourne,2
latin alternative,7gKqjNMM4ikt7KFTRsgZgL,El Viejo,La Vela Puerca,1
gym phonk,7vOmSP2647oNUGGEhWd1cr,Montagem Mysterious Game,LXNGVX,6
rock uruguayo,3QaLlAMZDXa2s8eyVoowjw,"No Tengo Hambre, Tengo Ansiedad",Alan Sutton y las criaturitas de la ansiedad,2
rap conciencia,18YCZgBpjvd7OiDzlqffj9,Ríe Cuando Puedas,El Chojin,2
rock uruguayo,0GDOu0iuMWjSNyq37706Yj,Un problema menos,El Cuarteto De Nos,2
edm,7MiZjKawmXTsTNePyTfPyL,Devil Eyes,Hippie Sabotage,2
argentine alternative rock,08jZu9HOb1jPh4U95n9Iso,Santa Desesperanza,Zumbadores,2
rock uruguayo,2tBOR5GtsrEUzvuvhHaiVU,Nocturno de la Estatua,Otro Tavella & Los embajadores del buen gusto,2
punk urbano,0zpKWgFT6SpxQhGIlJRnFy,Animales hambrientos,Desakato,6
indie extremena,5d0Keu9WXiN1XZsAG88VcF,Primer movimiento: el sueño,Extremoduro,7
punk urbano,5Kw1iXud2UNTfLfpIMDogG,Seguimos vivos,Desakato,6
punk urbano,077xWZZIJMDRl1fLZSnwEB,Octubres rotos,Desakato,6
classical,2xizRhme7pYeITbH1NLLGt,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",Pyotr Ilyich Tchaikovsky,6
indie extremena,1aDeaDooAd79p2sdImGG4a,Dulce introducción al caos,Extremoduro,7
art pop,0WFryfbNKPXVtVQlz5dZ8H,hotline (edit),Billie Eilish,2
mexican indie,10rzSpg3kTFSr5e5tFy60A,Pruébame a Ti,Jósean Log,2
rap conciencia,0obx517J85Rq970CuInlDr,tu refugio,Zenit,2
colombian indie,62xokumU0wMqOSsBuefhmB,Te Alejas Más De Mí,Esteman,2
brutal death metal,7dU9Z24yR9AKuS9cAe2Tj7,Subjected to a Beating,Dying Fetus,2
neo soul,0YUSVg7dncF1TzZ3IFf6Zh,Disfigured,Rag'n'Bone Man,2
art pop,1v1oIWf2Xgh54kIWuKsDf6,Runaway,AURORA,2
canzone napoletana,7HgG6kaNPUltGHFP6aIS4L,Tu Vuo Fà L'Americano,Renato Carosone,2
british indie rock,2kLWSmKHhfUBepkIA9oNe5,Abyss - from Kaiju No. 8,YUNGBLUD,7
melodic metalcore,03jdl5GTBhKsgB1Yw8mVPh,In Between,Beartooth,2
la indie,7ueP5u2qkdZbIPN2YA6LR0,Sail,AWOLNATION,7
rap underground espanol,2XXP73OwM2WvZ2vcXAIDz3,El Lado Oscuro del Corazon,Costa,2
baroque pop,1W0OCrMsRP1SLTEdw3JwEz,"Sweet Dreams, TN",The Last Shadow Puppets,2
boom bap espanol,1T0kkgPuLxpEnIXV1NXGFf,Esta To Guapo,Rapsusklei,0
boom bap espanol,5AIwfXYjGkWCs4KeeTk2Rq,Cantando,Violadores Del Verso,0
classic soundtrack,4OWa2dOlmtvMDhFrFL0QA1,"La leçon particulière - Bande originale du film ""La leçon particulière""",Francis Lai,2
funk mtg,1Sz402s2SN6nPicOA8DPah,Saka Saka Saka,MC Mazzie,2
argentine rock,7EZvohNWHJ6W3sDOEeBsoU,Tu postura,Once Tiros,2
galician rock,6Wv1yv5O9ZfzCdwEhuk31r,En Compostela,Dakidarria,2
ska espanol,3MbNnqa8NahIrBdKRW2sX6,Por Amar al Arte,La Regadera,2
rock uruguayo,6lSypaQOcC6JtzfwpINLGW,El hijo de Hernández,El Cuarteto De Nos,2
eurodance,7yCF65vpc7sUwPjftI0iFb,Happy Nation,Ace of Base,2
latin hip hop,4BxzNZpcm1j3JczZzGNe2k,Bandoleros,Don Omar,4
soul jazz,5fdNHVZHbWB1AaXk4RBGVD,Just the Two of Us,"Grover Washington, Jr.",2
bedroom pop,6FfLg6FFqhCsrFOaHIGkg0,Honeypie,JAWNY,2
indietronica,2flxduIqEbsicdmPyj1WVW,Imagination,Foster The People,2
salsa,1hiZqVgSKeVPJAjUKgJZMm,Aguanile,Héctor Lavoe,2
cantautor,05ascW5kZSLsGM7sdr9Eot,Lodo,Xoel López,2
cantautor,0pyT9W877RcYtVdl1ZmlvQ,Valiente,Vetusta Morla,2
cantautor,4bZEZhCq2kqUxnMacXVl5x,Copenhague,Vetusta Morla,2
cantautor,1ozbWlTQASs311dSO5R6vp,Lucha De Gigantes,Love of Lesbian,2
venezuelan hip hop,0kc4G5tEdtmTB0w3gYmb01,Desencuentro (feat. Soko),Residente,4
cantautor,569wwTXGm6Ujk1HeJjH6fj,Girasoles,Rozalén,2
cantautor,0n2lJjskWdFCvLI3ExAGha,Vivir (with Estopa),Rozalén,2
australian psych,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Tame Impala,2
album rock,3TO7bbrUKrOSPGRTB5MeCz,Time,Pink Floyd,2
rock uruguayo,2U3rA2iYYrTFEeQg4u9S4b,Poema de los Dones,Jorge Luis Borges,2
rock uruguayo,08THvDquCuP6yqDo5g5JLe,Chivo Expiatorio - En Vivo,El Cuarteto De Nos,2
dance pop,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,2
edm,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,Axwell /\ Ingrosso,2
dance pop,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,LMFAO,2
swedish pop,5MhsZlmKJG6X5kTHkdwC4B,I'm an Albatraoz,AronChupa,2
electro,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,2
trap triste,7ydVhVEl4cRGEAhxo7X5Ic,Pana Miguel,Keyan JRN,2
ambient lo-fi,1FCsK0oKWCtDOYRPYSrYgO,Idea 22,Gibran Alcocer,9
album rock,63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,2
chilean rock,6ftHPJyEHGqMaml3ZEwPm1,Llueve Sobre La Ciudad,Los Bunkers,2
trap argentino,6b4ioB9n5Hkeu2GdSOWzJJ,C90 (Remix),John C,2
salsa,3kNQh1pLaQbZZoh6GDzHGp,Me Tengo Que Ir,Adolescent's Orquesta,2
salsa,1r2EerxDMVQbXxqsqnjUhy,Que Locura Enamorarme De Ti,Eddie Santiago,2
salsa,26ucR33snMkRD6JExhoD6I,Una Aventura,Grupo Niche,2
salsa,4ubwzNjqHGaZZ5k06PDx1H,Sin Sentimientos,Grupo Niche,2
salsa,5XWfwjzFNl2pTB737fx7qr,El Gran Varón,Willie Colón,2
salsa,3fRIuTih8bzc0vtY9fHhvF,Talento De Televisión,Willie Colón,2
latin alternative,1nquycJ4zLhrT23rwtH5Wj,Vía Láctea,Zoé,1
cantautora mexicana,100Tm6z29RfHTdUQ6NIs0s,Me Voy,Julieta Venegas,8
indie triste,75ncCwXqalTnnl6t1ruQRq,Dueles Tan Bien,Bruses,7
salsa,5xxR1xl7tiFlITtxzsuow0,La Rueda,Frankie Ruiz,2
classic peruvian pop,3Pme6ghMt2iCDy4V2SqWPx,Cariño Malo,Los Kipus,2
classic peruvian pop,2Ovxs4W5CIMcOIPLJq89ge,Déjalos,Los Embajadores Criollos,2
dance pop,6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,2
dance pop,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,2
dance pop,6ic8OlLUNEATToEFU3xmaH,Gimme More,Britney Spears,2
folk metal,7AqteBGkJ5edFjEfYf8mXf,Liki Bessmertnykh Bogov,Arkona,2
latin alternative,68WeKkXsg8jUZ57t3bz6qe,Yo Me Voy Pa' la Cumbia,Sergent Garcia,1
emo,04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,2
alternative metal,0M955bMOoilikPXwKLYpoi,I Hate Everything About You,Three Days Grace,2
alternative metal,6Nm8h73ycDG2saCnZV8poF,Dragula,Rob Zombie,2
alternative metal,3Tg8JctqoeIwZ3Rue8BjaI,Ratamahatta,Sepultura,2
emo,3Te8uLyit6X3ncNW8Fp3K2,Immortals,Fall Out Boy,2
album rock,47atuTch0AN7NvP9vp42a5,Ramble Tamble,Creedence Clearwater Revival,2
death metal,69Yia3qCLw6N9U80WhLwLn,Voice of the Soul,Death,6
album rock,3q9G9SvgdfE1fxlvoDIb20,Paranoid,Black Sabbath,2
mexican hip hop,4dUES55SAFKZp4ekMlLHWZ,NO SON KLLE,Santa Fe Klan,4
argentine hip hop,1Hs1uUl8o2VtDp1DABFq0O,Los del Espacio,LIT killah,4
rap politico,48vnZJGacXc78tqN9gcNPZ,Todo Lo Que Importa,SFDK,2
boom bap espanol,41wVwJUWk1urN57CfAajMJ,Cleopatra,Rapsusklei,0
rap politico,3OC3AO2zGgcyM7pAFO47YZ,Yemen,Kase.O,2
british orchestra,14Qcrx6Dfjvcj0H8oV8oUW,"""In The Hall Of The Mountain King"" from Peer Gynt Suite N°1, Op. 46",London Symphony Orchestra,6
pop peruano,2O1EHaqGqQjAqshMGOBfyB,Amor De Etiqueta,La Caro Band,2
metropopolis,6IbnUaczZBT34DhaD6S18F,Bubblegum Bitch,MARINA,2
ambient lo-fi,1lb3H41lbvAN28N7yqRNL9,Idea 10,Gibran Alcocer,9
ambient,1Kb2DqjHRvOcT5xeWtz3t5,Ferme Les Yeux,Sylvain Chauveau,7
background piano,1yqM5O07lL7R6UAdK5jvrR,Oceans Apart,Ben Crosland,7
pop argentino,5eujblqQ4RS7WDwyqZuMrf,Martes Otra Vez (feat. Roberto Musso),Meteoros,2
cello,6HkGQ1F0ZtPHbnp1GCdLZK,Opheliac,Emilie Autumn,6
boom bap espanol,46RHz0aqfrwRmGMdEgenL4,Tantas Veces Dijeron,Rapsusklei,0
piano rock,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,2
singer-songwriter pop,5YqEzk3C5c3UZ1D5fJUlXA,Sunroof,Nicky Youre,2
eurodance,52Zr0sinhWTCRrQhRRY4EP,Dragostea din tei,O-Zone,2
flamenco fusion,7LrvlNIlAjAHVam2XbfN0N,La Rumba del Tartamudo,TéCanela,2
rap politico,7zrmKJCfEHluOWJy8LFnTs,Ringui Dingui - con SFDK,Kase.O,2
rap politico,3qwcu0SWVoSLHvlhV41uia,Tu Viento - Versión Deluxe,SFDK,2
rap politico,2w9wysl19C7xQxQYN0S2p1,Todo Lo Que Importa,SFDK,2
rap politico,4Vr8wfwNnm1HI4pfuANcd4,Orgullo Banderillero,SFDK,2
mestissatge,749H5Zv3UejDRqMtE1UEAp,Sereno,ZOO,2
rap politico,289zheQgtKtJ3qhK5YlDTU,Ser Feliz y No Llorar en el Intento,SFDK,2
argentine rock,7Gjlbz4TEoeBGH43eEd3hs,Como Alí,Los Piojos,2
rock uruguayo,5N9eyuZBayG61LAuriCFAr,Vamo a Bailar a Tribunales,Alan Sutton y las criaturitas de la ansiedad,2
pop peruano,70tMZ6zOtPq18HMVPUgTyo,Solo una Vez,La Caro Band,2
rap politico,75cH5pVAqBto7c2yyCy4It,Creencias Personales,SFDK,2
rap politico,3MFXvcV1mR0ZS1h7aWx4kv,Jawelin,SFDK,2
argentine rock,4VikOud5ZmdmHH6h7uQeDB,Nos Siguen Pegando Abajo,Charly García,2
indie extremena,7qsVi4WfUTu87SoDMDi6wX,Escorpiones de Tequila,BAMBIKINA,7
indie poptimism,6ytwjgwBRxYTUxYJbbkCtf,You're so Cold,Two Feet,7
chicago rap,0USZx50eApN045zIIyjePN,All The Time,Jeremih,6
pov: indie,7tySfDFfBiCjraLdoy6In5,Put It on Me,Matt Maeson,7
indie poptimism,6MiVIH3fQlmz44jGx2DXn4,Love Is a Bitch,Two Feet,7
otacore,5T3CKcSWLdue0NWwvF93fI,It's Raining Men,The Living Tombstone,2
disco,2IvetNzSZMH5gwjInoyr18,It's Raining Men,The Weather Girls,2
folk,2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,2
pop flamenco,6pWeJvzpQR1ihiUSJklOzD,Paseo,Estopa,2
boom bap espanol,447r2keRxpkINmWYp83MlH,Maquiavélico,Canserbero,0
trap argentino,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,Taiu,2
classical,02Wse1w8jxhXo5T7kRXgIe,"Leck mich im Arsch, K.231",Wolfgang Amadeus Mozart,6
rock uruguayo,20n9GjrKJBmN7nMEb21cxc,Que Empiece el Juego,El Cuarteto De Nos,2
alternative metal,1VNWaY3uNfoeWqb5U8x2QX,Lonely Day,System Of A Down,2
sad rap,3M214U0mwSm041GsQR3nrO,Toxic,BoyWithUke,2
sad rap,6dGqGkYDoRrKh5UiIcTT22,Understand,BoyWithUke,2
sad rap,4YLKHaxYieIw6iMVfIvKm7,Migraine,BoyWithUke,2
sad rap,4ZUpTMKPYFTfJqamWFU9Zv,IDGAF (with blackbear),BoyWithUke,2
sad rap,5IXdkgrT4lb9sKIb8tbOQ3,Sick of U (with Oliver Tree),BoyWithUke,2
alternative hip hop,1ypwNj8eK2qAMDEs4EiIIX,Miss You - Bonus Track,Oliver Tree,4
melodic rap,3gr1pMLpDJGqErHhhl7dEO,thought it was,iann dior,2
art pop,4BY4V1T0RJK1HmD2Q0ClyK,Oblivion,Grimes,2
electropop,5DMrREzztuMUkLMDjMpJNY,Trampoline - Jauz Remix,SHAED,6
modern rock,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2
punk urbano,0tr3v4Xa72pzKRlqb7v4Lu,Trasegando,Marea,6
spanish punk,7svugfnT2bGt8zZTfVIclr,Lobos,Kamikazes,6
sonora indie,7fBJbfwWRSCje16iboEAF7,Venimos del Desierto,Nunca Jamas,2
indie extremena,5Srks36XWpQoF47EYF7ExI,Rojitas,Extrechinato y Tu,7
icelandic indie,0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,KALEO,7
argentine rock,2C6fzRAlaWOhKCOsn5a0Nk,Lo Que Me Mata,La Franela,2
russian synthpop,41rML4de6ySFAEgusyvq3R,Юность,почтисчастье,2
argentine indie,0cc3HERtXGbBijz4EGqIWW,Asado de fa,Sara Hebe,2
rock uruguayo,4LAL36nGagL2EYjnXEz3vV,Insaciable,El Cuarteto De Nos,2
argentine rock,3SqdNG4NyJwUNguqrmGtZ1,Incontinencia Verbal,Las Pastillas del Abuelo,2
argentine rock,3SzuLiXQ0rsRRnt8mMXrNo,Price for freedom,La Franela,2
rock uruguayo,3iOFY423D3690MfhE74F8A,21 de septiembre,El Cuarteto De Nos,2
argentine rock,5px66MtTBtuiCuX4yhqNdr,Por Colectora,Las Pastillas del Abuelo,2
argentine rock,6tsl5di0G2WX2vkmCiESeH,Enano,Las Pastillas del Abuelo,2
argentine rock,3Azo521e0Tacq8znJWaDQO,Otra Vuelta de Tuerca,Las Pastillas del Abuelo,2
lo-fi vgm,1XVunUrydy4GwHcz9LheFE,Haggstrom,Curly,9
argentine rock,1wLYrmTo3HtsoTzfQnRZUY,Ojos de Dragón!,Las Pastillas del Abuelo,2
rock uruguayo,7AVpYzzLEQeMoeSq190Ncy,Fiesta en lo del Dr. Hermes,El Cuarteto De Nos,2
latin alternative,4MPwBYidOWnwpKlqQYJEzX,Va A Escampar,La Vela Puerca,1
electronica argentina,2wVk026aPEMxofNQvBIr8n,Me Gustas Tanto (feat. Sidonie),Miranda!,2
latin hip hop,0QUWDjKdItXClpaDbeaTAf,Quien Manda,Mala Rodríguez,4
cantautor,5lsQpCUKFaqaBGUAl9rZPR,Cum Laude,El Niño de la Hipoteca,2
rock uruguayo,2a7UjwEFKZcmwxglvwpBb3,Invierno del 92,El Cuarteto De Nos,2
rock uruguayo,1ozuMsJLTvFIMvlW7AWq95,Ya No Sé Que Hacer Conmigo,El Cuarteto De Nos,2
rock uruguayo,3tUk2PzTp8KCIU4cxstJq1,Yendo a la Casa de Damián,El Cuarteto De Nos,2
rock uruguayo,5U4l5prXjPGv5fnP8nZ3kK,Hoy Estoy Raro,El Cuarteto De Nos,2
rock uruguayo,0ePp0z6IzzKip3DQVw2S5Z,Todos pasan por mi rancho,El Cuarteto De Nos,2
rock uruguayo,0m29Kyrm8caxQ22r1rZ4wn,El balcón de Paul,El Cuarteto De Nos,2
rock uruguayo,35LdDKNMwvKftENaj1WIwF,Enamorado tuyo,El Cuarteto De Nos,2
rock uruguayo,4LFrQltHBSWQ187o7oWJcS,Sólo estoy sobreviviendo,El Cuarteto De Nos,2
rock uruguayo,7pJzbW7hZ1yOLUBqRq5ZBt,Hola Karma,El Cuarteto De Nos,2
rock uruguayo,0YOwYApHSciCRtZmKTEgEa,Mirada de Nylon,El Cuarteto De Nos,2
rock uruguayo,2TEnceAmZQR6bLLo5Fx7q9,Calma Vladimir,El Cuarteto De Nos,2
rock uruguayo,5H8M2ffRKcdqJTc6YTt4c2,El Innombrable,El Cuarteto De Nos,2
rock uruguayo,1Bo2c0WwPmzognDcmLFNMe,Invisible,El Cuarteto De Nos,2
rock uruguayo,6H4x2MIySKNhrXdLkLJvcy,Fallaste Nostradamus,El Cuarteto De Nos,2
